85 331.447418 192.168.1.9 1180 136.159.5.59 80 354 4 3 517 4 3 871 8 331.471100 0.023682 S2F1G0 -854844 561
86 334.562500 192.168.1.9 1181 136.159.5.59 80 375 4 3 1159 4 3 1534 8 334.693970 0.131470 S2F1G0 -857950 1203
87 338.166443 192.168.1.9 1182 136.159.5.59 80 -491 80 79 147593 104 2 147102 184 339.082733 0.916290 S2F1G0 -861538 147460
88 350.987030 192.168.1.9 1183 216.40.34.65 80 101 20 19 26439 21 2 26540 41 352.080719 1.093689 S2F1G0 -874284 27740
89 351.418976 192.168.1.9 1184 216.40.32.31 80 348 4 3 183 4 3 531 8 351.589111 0.170135 S2F1G0 -874713 227
90 357.119659 192.168.1.9 1185 216.40.34.65 80 361 4 3 586 3 2 947 7 360.218323 3.098663 S2F1G0 -880392 0
91 360.232574 192.168.1.9 1186 216.40.32.46 80 229 17 16 19428 17 3 19657 34 361.562775 1.330200 S2F2G0 -883469 18168
92 360.735474 192.168.1.9 1187 216.40.32.140 80 412 4 3 225 4 3 637 8 360.980255 0.244781 S2F1G0 -883969 269
93 361.033234 192.168.1.9 1188 216.40.32.30 80 407 7 6 9667 10 3 10074 17 361.317505 0.284271 S2F2G0 487 8760
94 368.237671 192.168.1.9 1189 216.40.32.46 80 1212 8 7 9278 9 2 10490 17 368.425385 0.187714 S2F1G0 -891450 7300
95 371.527649 192.168.1.9 1190 24.64.63.47 80 -32 4 4 0 0 0 -32 4 0.000000 -371.527649 S4X0G0 -894727 -894727
96 433.128510 192.168.1.9 1192 209.208.123.129 80 86 25 24 29538 23 2 29624 48 438.414581 5.286072 S2F1G0 -955774 29043
97 436.271881 192.168.1.9 1193 209.208.123.129 80 1190 9 6 3412 4 1 4602 13 436.642090 0.370209 S3F1G0 -958891 2920
98 436.428406 192.168.1.9 1195 209.208.123.129 80 748 6 4 1105 3 2 1853 9 436.939728 0.511322 S2F1G0 -959047 1137
99 436.755463 192.168.1.9 1196 209.208.123.129 80 770 6 4 1071 5 4 1841 11 437.388031 0.632568 S2F2G0 838 1127
100 437.203033 192.168.1.9 1197 209.208.123.129 80 350 6 5 1098 4 3 1448 10 438.148773 0.945740 S2F2G0 418 1142
101 438.055664 192.168.1.9 1198 209.208.123.129 80 341 7 6 1137 5 4 1478 12 441.248077 3.192413 S5F1G0 -960666 1185
102 438.524780 192.168.1.9 1199 209.208.123.129 80 357 5 4 364 3 2 721 8 438.770325 0.245544 S2F1G0 -961136 396
103 439.918213 192.168.1.9 1200 209.208.123.129 80 1188 7 4 319 5 4 1507 12 440.426331 0.508118 S2F2G0 843 375
104 440.195496 192.168.1.9 1201 209.208.123.129 80 794 5 3 1169 3 2 1963 8 443.576385 3.380890 S2F1G0 -962805 1201
105 441.362488 192.168.1.9 1202 209.208.123.129 80 814 9 7 1413 6 4 2227 15 441.976654 0.614166 S2F3G0 918 1481
106 441.884155 192.168.1.9 1203 209.208.123.129 80 456 4 3 191 3 2 647 7 442.110809 0.226654 S2F1G0 -964479 223
107 442.123932 192.168.1.9 1204 209.208.123.129 80 342 7 6 608 3 2 950 10 442.406860 0.282928 S3F1G0 -964718 640
108 442.623413 192.168.1.9 1205 209.208.123.129 80 387 4 3 1241 3 2 1628 7 442.844482 0.221069 S2F1G0 -965217 1273
109 443.229736 192.168.1.9 1206 209.208.123.129 80 792 6 4 928 4 3 1720 10 443.687347 0.457611 S2F1G0 -965824 972
110 455.887085 192.168.1.9 1207 209.208.123.129 80 452 4 3 382 3 2 834 7 456.137573 0.250488 S2F1G0 -978383 414
111 456.419708 192.168.1.9 1209 64.143.96.175 80 -2172 215 214 267660 186 1 265488 401 461.213806 4.794098 S4X0G0 -978910 1284280274
112 468.474365 192.168.1.9 1210 209.208.123.129 80 407 7 6 4850 5 1 5257 12 468.909393 0.435028 S2F1G0 -990844 4380
113 473.906952 192.168.1.9 1211 209.208.123.129 80 122 22 21 29538 23 2 29660 45 478.102783 4.195831 S2F1G0 -996244 28815
114 487.733826 192.168.1.9 1212 209.208.123.129 80 437 4 3 367 3 2 804 7 487.981079 0.247253 S2F1G0 -1009978 399
115 488.181000 192.168.1.9 1214 216.118.86.45 80 -1955 195 194 375191 262 2 373236 457 492.265808 4.084808 S2F1G0 -1010421 367920
116 503.955872 192.168.1.9 1215 64.201.189.36 80 343 4 3 908 3 1 1251 7 504.025482 0.069611 S2F1G0 -1026078 127
117 504.365509 192.168.1.9 1216 64.201.189.36 80 1048 127 121 216646 157 3 217694 284 529.384644 25.019135 S2F1G0 -1026486 214146
118 504.394806 192.168.1.9 1217 64.201.189.36 80 9251 121 97 150579 118 2 159830 239 611.578857 107.184052 S2F1G0 -1026515 132197
119 506.003784 192.168.1.9 1218 64.0.96.27 80 343 8 7 4824 8 3 5167 16 516.570679 10.566895 S2F1G0 -1028123 4916
120 512.616882 192.168.1.9 1219 204.225.173.11 80 5116 10 6 3820 9 5 8936 19 514.525879 1.908997 S2F1G0 -1034706 3174
121 512.977356 192.168.1.9 1220 216.34.209.13 80 381 5 4 355 4 3 736 9 513.143066 0.165710 S2F1G0 -1035067 399
122 513.160034 192.168.1.9 1221 65.216.72.114 80 249 12 11 11599 11 2 11848 23 543.517517 30.357483 S2F1G0 -1035243 11727
123 521.027832 192.168.1.9 1222 66.207.130.77 80 319 7 6 5259 6 2 5578 13 521.796509 0.768677 S2F1G0 -1043012 4140
124 529.653320 192.168.1.9 1223 64.201.189.36 80 13164 154 120 162867 138 1 176031 292 780.722839 251.069519 S2X0G0 -1051596 466758379
125 622.213928 192.168.1.9 1224 64.201.189.36 80 6737 93 75 107765 89 1 114502 182 781.049927 158.835999 S2X0G0 -1143548 445302389
126 622.798096 192.168.1.9 1226 216.49.88.130 80 1392 23 19 21109 16 1 22501 39 693.951599 71.153503 S2X0G0 -1144132 -659308909
127 743.173889 192.168.1.9 1227 66.207.130.77 80 103 25 24 33891 28 3 33994 53 744.861938 1.688049 S2F1G0 -1263702 34223
128 782.167419 192.168.1.9 1229 216.239.41.99 80 3088 35 27 34086 36 6 37174 71 862.201233 80.033813 S2X0G0 -1302427 -484452319
